line,season,episode,character
Could you guys all do me a favor and not talk about this until I tell Pam?,5,8,Jim
"That's a really... well fine, Do the German instructions say what this is supposed to do?",5,19,Pam
"Hey, Ernie, how ya doing?",3,2,Michael
I'm a little peeved at Darryl right now.,7,6,Michael
"Michael, you haven't even heard--",5,23,Ryan
I think she's okay.,6,11,Jim
"Jan and I understand each other. The romance thing is sort of on hold for the time being, but we've remained good friends. Good friends with privileges. Not now, some day.",2,22,Michael
Say you're sorry times infinity...,3,20,Dwight
What is with these turkeys?,9,5,Erin
Dah! Come on!,4,3,Andy
"No, Creed, no they are not. In fact, many cultures revere old people because of their storytelling ability. Like the old lady from Titanic. Or the funny things that they can do, like ""where's the Beef?""  Yeah.",4,2,Michael
"I brought in some new faces, and one old. I always like Devon. I hired him back after Creed faked his own death in the baler the day after the doc aired. The only person he fooled was Kevin. Then the police showed up. Turns out, Creed was in the band “The Grass Roots” in the 1960’s. During that time, the police say he sold drugs and trafficked in endangered species meat and stole weapons-grade LSD from the military.",9,23,Dwight
Hey. So they accidentally gave us an extra egg sandwich this morning. Who wants it?,8,19,Jim
Rhythm and blues...,4,10,Dwight
Watch your step.,2,1,Dwight
Five thousand three hundred dollars for a dummy?,5,13,Michael
Those aren't chips and dip.,2,5,Angela
Does anyone have any idea what the number one cause of death is in this country?,5,1,Michael
"Hello, everyone. Oh, ice cream. Nice, Kevin. Looks good.",5,15,Angela
"Okay, I'm just gonna go get some ice.",5,20,Jim
Did you just trademark that...,7,24,Jim
Yeah- oh!,8,12,Dwight
"OK, where is everybody? I would like them to meet my new girlfriend.",3,10,Michael
Take your shot man!,1,5,Darryl
"No one will believe this back home, but that's okay. Let me show you how it's done.",9,10,Jim
"Look, I know sales, and I had that sale, I just needed a few more minutes---",4,4,Michael
"Thank you, Darryl.",7,23,Andy
"-and I said, ""I bet I could fulfill you,"" and you said, ""I'd like to see you try,"" and then I kissed you with the force of a thousand waterfalls.",8,13,Dwight
"Um, not neccessari...",2,4,Jim
"Yeah, we're slow-playing it because of our stupid HMO.",6,16,Jim
You can do this.,5,15,Pam
This is so cheesy.,5,25,Pam
"You know, I want this to be cutting edge. I want it to be fast, quick cuts, you know, youthful, sort of a MTV on crack kind of thing.Ad guy 1 That sounds great.",4,5,Michael
"You may be asking yourself, ""What am I doing on a trampoline?"" Well, I thought I'd bounce here for a while, relieve some stress, and then move on with my day. Not! Here's the plan. Dwight, is going to gather all of the office workers and all of the warehouse guys, we're going to have another safety seminar. Only this time, where's Michael? Oh my God! He is on the roof! Now I have got their attention. I... tell them, about the cold hard facts of depression. And then I say, ""Hey! You ever seen a suicide?"" And I jump. And they freak out. And they get to see... the dangers of depression with their own eyes. Nice side note They might think ""Hey, I should have been nicer to Michael."" But that's... not why I'm doing this... Then, I land on the trampoline, take a couple extra bounces for fun. I climb off, walk around the corner... Ta-freakin'-da!",3,19,Michael
Yeah. Are you ready?,3,8,Pam
"Okay. Okay, fine. You guys think prison is so great? All right. Well, here you go.",3,9,Michael
She's listening to 50 Shades of Grey.,9,18,Pam
"No, I'm a regional manager---",3,20,Michael
You... oh. Somebody has been talking in bed. Pillow talk.,5,19,Michael
"Come on, man.",8,1,Jim
That was actually a serious accident that could have resulted in severe bodily harm. You're all failing right now. Congratulations on your epic fail of the use of the word fail!,9,4,Andy
Totally reasonable.,7,18,Jim
"We could sell, but why think so small? We can just get a couple more people involved, really do this thing our way.",7,9,Ryan
"Hey, Andy. You know I've been thinkin about what you said-",5,22,Jim
"Wait, I got it! Confirmation code XV2RDM!",6,15,Dwight
Mema.,6,4,Pam
"Jim has no discernible sense of humor, Pam. You should know that.",8,7,Dwight
"First message is ""I love you"". That's from me.",2,7,Phyllis
"I've decided to pre-screen all the Halloween costumes this year. I have three simple rules - don't be offensive, don't be cliche, and don't take the first two rules too seriously.",8,5,Andy
We will? I can't. I don't have an idea in my head.,4,4,Michael
"I have to fire someone today, okay?",2,5,Michael
"No, it's going in a different direction then the other wires.",5,12,Dwight
I know you did. And that's why I have taken care of everything.,5,9,Dwight
"Oh, you know what? Sorry, forgot to tell you. I intercepted a transmission earlier and it seems that the CIA is gonna need Dwight down at their headquarters in Langley for training and an ice cream social with the other agents.",3,10,Jim
"There were these huge bins of clothes, and everybody was rifling through them like crazy, and I grabbed one. And it fit! So I don't think that this is totally just a woman's suit. At the very least it's bisexual.",3,18,Michael
I have a delicious secret.,8,24,Andy
"So it's going great, sounds like.",4,14,Jim
"Yes. She was a little fussy earlier, but she's totally quieted down. Here, let me just, uh, let me just burp her. I don't want her to spit up on you. Come here, sweety... Oh, my God! Wrong baby!",6,16,Pam
Once a week antacid is the idea to beat. Anyone else? Nobody? Okay then we are... yes.,7,10,Michael
So should we wait to find out before we start doing all this stuff?,6,10,Ryan
"Y'know what, I'm the only one here who you haven't asked about the new office.",7,10,Dwight
If-,5,26,Andy
Oh. I took the liberty of putting it in your trunk.,5,3,Dwight
"Oh hey, Dwight.",3,23,Jim
Kelly...,4,2,Ryan
I'm pretty good at board games.,7,18,Andy
Did the police solve the problem with the...,4,11,Phyllis
I think she's efficient.,4,3,Dwight
"Oh, did you see this report that the zoo got a baby otter? It's on the same site!",6,24,Angela
"Arr, dammit!",4,4,Dwight
"Well, that went pretty well.",6,7,Andy
"You know, you’re right! We hadn’t even thought of that, had we boy?",9,11,Dwight
Dwight’s the new manager. He freaking did it.,9,21,Kevin
Yeah?,5,4,Michael
"So, Dane Cook, Jack Bauer, and Eli Whitney. You're doing great.",5,5,Andy
"Can't back out now, Halpert.",6,1,Pam
"Jim set up a job interview for me today in Philly. It's um, with a real estate company, which is a great fit for me because I live in a house and I know what a bathroom is. I'm sorry, I am just very nervous because honestly this is all moving a lot faster than I expected. And, and because my resume can fit on a post-it note.",9,16,Pam
"All right, all right, all right, all right, all right! Here we go. All right, big ticket item. All right, in my pocket, I have... two tickets... to Mr. Bruce Springsteen, front... Oh, where are those? Has anyone seen an envelope with Bruce Springsteen front row tickets and backstage passes? Anybody seen something like-lying around?",5,4,Michael
Pam you look more beautiful now than ever.,8,7,Oscar
That was fun last night.,5,7,Andy
"Yeah, sign says ""Begin tour here.""",8,8,Phyllis
"No, not at all. Nope, come on.",6,11,Michael
"It’s just his way of saying, “Thanks for letting me hang out in Accounting.”",9,22,Angela
Who did this to you? Where is he?,3,11,Dwight
Wait a minute. You said the tradition is for the groom is search for her and it ends at a pub. So how about the last pub you’d ever set foot in in this town?,9,23,Jim
10 years ago.,1,6,Pam
What're you doing? You never have plans.,2,18,Kevin
"Ooh, I want to hold the baby!",6,16,Michael
Nothing but vomit and diapers over here.,6,18,Pam
"Mmhmm, I'm sorry.",7,4,Michael
"I really like Andy these days. He's pretend and he does exactly as I tell him to. All that will change when real Andy comes back tomorrow. Unless he comes back as pretend Dwight. In which case, we're in for an epic, confusing showdown.",9,15,Dwight
Go. Push!,2,10,Dwight
"Yeah, I'm aware of that. But he's also being super annoying. And I'm not a perfect person.",4,3,Jim
One minute ago.,6,3,Dwight
"I, uh, see that you... gave me that form that I asked you to give me, Stanley the manly, so thank you for that. I guess we are back to normal.",4,12,Michael
"White, I'm not a day trader, I'm just a first responder in a disaster.",9,6,Andy
Cool.,2,3,Pam
Any emails today?,2,2,Michael
So um-,9,16,Pam
"Hey, having fun?",8,15,Pam
"Yeah, I do. C'mon.",3,23,Jim
"How far away does she live now, like ten minutes?",3,11,Pam
"I see you've met Computron, our virtual helper. I'm Michael Scott. Welcome. Welcome. Computron is just one of the many modern devices that I have incorporated into the office. Watch this. Computron?",6,13,Michael
"Abso... you know what? I'll do you one better, Sunday, Sunday night.",6,2,Michael
Yes.,3,12,Michael
"We wanted to stay on the phone all day, but the company has a policy against eight-hour personal calls. So we're not telling anyone.",5,6,Pam
Aaaaah!,3,8,Dwight
I think Michael may have snapped.,6,9,Pam
"Yeah and then they make you drive them to Church the next morning. Like ""Gas ain't free!""",2,15,Dwight
"It might seem crazy, but since there's no one left in New York, Michael is Dunder Mifflin's highest ranking employee. So, that's where we are.",6,13,Pam
You know I'm the worst salesman here right?,7,21,Andy
"Oh, Mema? She's the one in the teal suit. She's the only 80 year old with no smile wrinkles.",6,4,Pam
"This is going to sound sort of high-maintenance, but could we have it, like, three degrees cooler in here? I always think better when it's cooler.",5,11,Michael
Yeah.,2,11,Michael
That's it for me.,9,17,Oscar
Hang up. Corporate needs you to find the differences between this picture and this picture. Intel has told us there were at least seven.,7,24,Pam
"OK, we're leaving for the hospital at 1.",4,1,Pam
"Yeah, but look, I mean, he didn't need business school. Okay, Michael comes from the school of hard knocks.",2,4,Dwight
"Don't! Nope! Please, don't want to spoil it for anybody. Spoil the surprise.",2,19,Michael
Order carrot cake.,8,20,Phyllis
I could be French.,1,2,Dwight
What's under your shirt?,7,6,Darryl
I was looking at pictures of food on my computer.,5,15,Kevin
"Teach for America girls are way hotter, but they're nuts.",7,7,Ryan
"People are starting to notice how terrible Jim is. It's great. Eventually, they'll rise up and revolt. My only hope is that they do it sooner rather than later. If the people here were our founding fathers, the Revolutionary War would have been delayed ten years, because Stanley Washington was napping, and Phyllis Hancock was still signing the declaration, and Kevin Jefferson was distracted by a butterfly.",6,3,Dwight
I did?,7,18,Michael
"Yeah, Michael, here's a trick. Ask her if she wants a mint. If she says ""no,"" then she is not interested.",6,21,Kevin
Oh I am. In my own words.,5,17,Dwight
And you brought this guy!,4,11,Ryan
"Business to business. The old fasioned way. No Blackberrys, no websites. I would like to see a website deliver baskets of food to people.",4,2,Michael
"You know, when Holly gets back, everyone will tell her what a great job you did. And then she'll realize what she's missing.",5,15,Pam
Six-month anniversary. What?,3,21,Jim
"No, no, no, no, not that--- just... come on, you guys, let's do it! I'm serious. Who's got the hungry?",3,22,Michael
"That's what she said. The thing is, Angela... you are in here an awful lot. You have complained about everybody in the office, except Dwight, which is odd because everyone else has had run ins with Dwight. Toby, by the way, what does ""redacted"" mean? There is a file full of complaints in here marked ""redacted""... ?",2,21,Michael
I am not old. You are old. You are like a hundred.,4,2,Michael
That's a realistic time line.,7,17,Dwight
Did I wake up this morning thinking I'd be throwing together a bird funeral? You never can tell what your day here is gonna turn into.,3,4,Pam
Ryan?,4,11,Michael
Yeah.,2,4,Michael
BFD. Engaged ain't married.,2,11,Michael
"I have never, ever dated, or wanted to do anything resembling dating Michael, ever. Not ever, not now, not then, not now, not ever, ever.",4,9,Pam
Who needs it?,9,11,Darryl
"I wanted to let you know that Dwight was late that morning because he was driving to New York to drop off the correlated documents that I forgot to send. Though to be fair, Kevin never reminded me.",3,13,Angela
"Oh, I can't because I keep them hidden. I don't want to look at them and get cocky.",2,1,Jim
"Michael, what's wrong?!",3,19,Dwight
Why? Why?,8,13,Andy
Just say you wanna get back together.,4,6,Michael
"Okay, quick. Who says moustache?",8,20,Jim
