character,line,season,episode
Michael,All right? Everybody pretty? Come on. Here we go. It's time. Let's do some good.,1,2
Toby,"Hey, we're not all going to sit in a circle Indian style are we?",1,2
Michael,Get out.,1,2
Toby,I'm sorry.,1,2
Michael,"No, this is not a joke. OK? That was offensive and lame. So double offensive. This is an environment of welcoming and you should just get the hell out of here. OK, let's go. Let's do it. Come on. Let's have some fun, everybody. Here we go. Take a seat. Cop a squat. And um... thanks for coming in. Um... Diversity... is the cornerstone of progress as I've always said. But don't take my word for it. Let's take a look at the tape.",1,2
Michael,"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, ""If you're a racist, I will attack you with the North."" And those are the principles that I carry with me in the workplace.",1,2
Michael,OK. Questions? Comments? Anybody? Jim?,1,2
Jim,"Uh, is that it?",1,2
Michael,Yes. I only had an hour to put it together but I'm going to add on to it later on.,1,2
Kevin,It was kind of hard to hear.,1,2
Michael,"Uh, yes. That probably had something to do with the camera work. Anybody else? Um...",1,2
Kelly,I have a customer meeting.,1,2
Michael,"Yeah, well, if you leave we'll only have two left. Yes. Enjoy. Absolutely. Namaste. Ok, well since I am leading this, let's get down to business and why don't I just kind of introduce myself, OK? Um. I am Michael and I am part English, Irish, German and Scottish. Sort of a virtual United Nations. But what some of you might not know is that I am also part Native American Indian.",1,2
Oscar,What part Native American?,1,2
Michael,Two fifteenths.,1,2
Oscar,"Two fifteenths, that fraction doesn't make any sense.",1,2
Michael,"Well, you know what, it's kind of hard for me to talk about it. Their suffering. So who else? Let's get this popping. Come on. Who's going? Who's going? Let's go here. Oscar, right here. You're on.",1,2
Oscar,"OK, Michael, um... Both my parents were born in Mexico.",1,2
Michael,"Oh, yeah...",1,2
Oscar,"And, uh, they moved to the United Sates a year before I was born. So I grew up in the United States.",1,2
Michael,Wow.,1,2
Oscar,My parents were Mexican.,1,2
Michael,"Wow. That is... That is a great story. That's the American Dream right there, right?",1,2
Oscar,Thank... Yeah...,1,2
Michael,"Um, let me ask you, is there a term besides Mexican that you prefer? Something less offensive?",1,2
Oscar,Mexican isn't offensive.,1,2
Michael,"Well, it has certain connotations.",1,2
Oscar,Like what?,1,2
Michael,Like... I don't... I don't know.,1,2
Oscar,"What connotations, Michael? You meant something.",1,2
Michael,"No. Now, remember that honesty...",1,2
Oscar,I'm just curious.,1,2
Michael,"...empathy, respect... Jim! Jim!",1,2
Jim,Hello? Hello?,1,2
Michael,"I have something here. I want you to take a card. Put it on your fore... Don't look at the card. I want you to take the card and put it on your forehead and... Take a card, take a card, any card. Um... And I want you to treat other people like the race that is on their forehead. OK? So everybody has a different race. Nobody knows what their race is, so... I want you to really go for it, cause this is real. You know, this isn't just an exercise. This is real life. And... I have a dream that you will really let the sparks fly. Get 'er done.",1,2
Michael,Why? Because Martin Luther King is a hero of mine. There's this great Chris Rock bit about how streets named after Martin Luther King tend to be more violent. I'm not going to do it but it's...,1,2
Michael,Oh this is a good one.,1,2
Pam,"Um, hi. How are you?",1,2
Stanley,Fine. How are you?,1,2
Pam,Great.,1,2
Michael,Push it.,1,2
Stanley,I admire your culture's success in America.,1,2
Pam,Thank you.,1,2
Michael,Good. Bom bom bom-bom bom. Come on Olympics of Suffering right here. Slavery versus the Holocaust. Come on.,1,2
Stanley,Who am I supposed to be?,1,2
Michael,"No, that was inadvertent. We didn't actually plan that.",1,2
Dwight,"Lots of cultures eat rice, doesn't help me.",1,2
Dwight,Um... Shalom. I'd like to apply for a loan.,1,2
Pam,"That's nice, Dwight.",1,2
Dwight,"OK, do me. Something stereotypical so I can get it really quick.",1,2
Pam,"OK, I like your food.",1,2
Dwight,"Outback steakhouse. I'm Australian, mate!",1,2
Michael,"Pam, come on. ""I like your food."" Come on stir the pot. Stir the melting pot, Pam! Let's do it. Let's get ugly. Let's get real.",1,2
Pam,"OK. If I have to do this, based on stereotypes that are totally untrue, that I do not agree with, you would maybe not be a very good driver.",1,2
Dwight,"Oh, man, am I a woman?",1,2
Michael,"You'll notice I didn't have anybody be an Arab. I thought that would be too explosive. No pun intended. But I just though. ""Too soon for Arabs."" Maybe next year. Um... You know, the ball's in their court.",1,2
Jim,What are you watching?,1,2
Ryan,Chappelle's Show.,1,2
Jim,Really?,1,2
Ryan,I downloaded it on her computer. I hope she doesn't mind. She just had a lot of extra space.,1,2
Jim,No way. I think she likes this stuff.,1,2
Ryan,"Great. She's cute, huh?",1,2
Jim,"Yeah, you know, she's engaged, but...",1,2
Ryan,"Oh, no, the girl in the... sketch.",1,2
Jim,"Oh, yeah. She's hot.",1,2
Kevin,Hey.,1,2
Angela,Hey.,1,2
Kevin,You wanna go to the beach?,1,2
Angela,Sure.,1,2
Kevin,You wanna get high?,1,2
Angela,No.,1,2
Kevin,"I think you do, mon.",1,2
Angela,Stop...,1,2
Michael,OK. All right. No. It's good. You just need to push it. You need to go a little bit further. All right. OK.,1,2
Michael,"Kelly, how are you?",1,2
Kelly,I just had the longest meeting.,1,2
Michael,"Oh! Welcome to my convenience store. Would you like some googi googi? I have some very delicious googi, googi, only 99 cents plus tax. Try my googi, googi. Try my googi, googi. Try my googi, googi. Try my...",1,2
Michael,"All right! All right! Yes! That was great, she gets it! Now she knows what it's like to be a minority.",1,2
Jim,"Mr. Decker, we didn't lose your sale today, did we? Excellent. OK. Let me just get your... what's that? No, we didn't close last time. I just need your... Oh. W-What code were you given? Oh, OK. That's actually another salesman here. I can redo it if you want to do that. Oh, he gave you a discount? No, I don't blame you.",1,2
Michael,"I just hated it when that guy was in here. Mr. Brown, if that was his real name. I mean, he had never met any of us before, and here he was telling us how to do our thing. I just wanted... I just wanted to do it our way. You know? On our own. Man I should have gotten some food.",1,2
Kevin,Maybe some spagh-etti.,1,2
Michael,"Okay, Kevin. You can take that off that thing, OK? That would really, really have shown him up, wouldn't it? If I'd brought in some burritos or some colored greens. Or some pad Thai. I love pad Thai.",1,2
Stanley,It's collard greens.,1,2
Michael,What?,1,2
Stanley,It's collard greens.,1,2
Michael,"That doesn't really make sense. Because you don't call them collared people, that's offensive. Hmmm... OK, well, it's after five. So... Thank you very much. Buena vista Oscar. Thank you. Good job. Oh, my man. Thank you Brazil. Nice.",1,2
Jim,Um... Hey.,1,2
Pam,Mmmm.,1,2
Jim,Hey.,1,2
Pam,Oh.,1,2
Jim,We can go.,1,2
Pam,Sorry.,1,2
Jim,That's fine.,1,2
Jim,Uh... Not a bad day.,1,2
Brown,Thanks for filling these out. I promise this will be quick. We only have about an hour.,1,2
Michael,Yeah. I would like to see us erase 100 years of racism in an hour.Mr.,1,2
Brown,Does this company have 100 years to erase?,1,2
Michael,"No, the country.Mr.",1,2
Brown,"Oh right, more like 200 years.",1,2
Michael,"Yeah, more like a 1,000.Mr.",1,2
Brown,"Okay, um. Uh, I'll try to make this quick.",1,2
Dwight,"I am a salesman, okay. And I don't think we should be doing this during prime sales hours. If you can prove to me that diversity is going to help my sales, I'll go elephant running with James Earl Jones. I really will, but not on spec.",1,2
Brown,"HERO, at Diversity Today, we believe it is very easy to be a HERO. All you need are honesty, empathy, respect and open-mindedness.",1,2
Michael,"I just think that HERO? It's cute, but it's... It's empty, you know? It's easy. Dwight, you know what, I came up with some terms of my own. Could you put these on the board? The first one is Inclusion, New Attitudes, Color-blind...Mr.",1,2
Brown,"Oh, nice.",1,2
Michael,Expectations....Mr.,1,2
Brown,Good.,1,2
Michael,Thank you. Sharing...Mr.,1,2
Brown,Great.,1,2
Michael,And tolerance.Mr.,1,2
Brown,Beautiful.,1,2
Pam,"Um, that spells incest.Mr.",1,2
Brown,"Oh, my sorry. That is not appropriate.",1,2
Michael,"Well, it's not ideal but you have to give me some credit 'cause I made it into a word.Mr.",1,2
Brown,"Yeah, but it's not appropriate. This is not helpful as a memory aid.",1,2
Michael,"I will give you a number of reasons why it is, actually. Okay, first, incest is bad. Racism is bad. No brainer, right? Two, incest. We're all a family, right? We're all brothers and sisters. Racial message? Um? Number three, and this is a fact. The states where they have a lot of racism are the states where they have a lot of incest. Okay? And finally...Mr.",1,2
Brown,"Okay, Michael, I just...",1,2
Michael,"No, no, no, no, wait. Final one, final one this is important. The more we can encourage interracial dating as a society the further away we get from incest, literally.",1,2
Pam,"It would've been just as easy for him to spell insect. Of course, that wouldn't have made any sense either.",1,2
Brown,Does anyone have anything else at all? Anyone besides Michael?,1,2
Ryan,I have something.Mr.,1,2
Brown,"Yes, please.",1,2
Ryan,"Um, well I grew up here in Scranton and when I was a kid the guy who lived next door was a former baseball player, who actually played pro ball before the leagues were integrated. And he had the most incredible stories about...",1,2
Michael,"Okay. I'm sorry, I'm sorry this guy's a temp and I should've told you that.Mr.",1,2
Brown,"No, no, no, no. An outsider's perspective would probably be pretty helpful.",1,2
Michael,"Yeah, but no, seriously. Uh, you know, he's not a member of the full staff so, uh, Ryan you wanna just step outside?",1,2
Ryan,What do you want me to do?,1,2
Michael,"Well, maybe you should go down to the parking lot. You know what. Yes, go down to the parking lot and check to se if any of our guests have parked in the handicapped spots. Cool? 'Cause the handicaps get a raw deal. Oh, you know what. That ties right into New Attitudes. New attitudes about handicap people. Very important.Mr.",1,2
Brown,"I'm sorry, Michael. We're actually out of time.",1,2
Pam,"Yeah, um, there's good things about Michael. He uh, uh... Yeah, definitely. Um...",1,2
Michael,"""In this way, I can truly be a hero. Signed, Daffy Duck."" He's going to lose it when he reads that. Doh! Hogan! Not again, Hogan! Get Col. Burkhalter on the phone! I'm kind of a Hogan around here. And kind of, Jan is kind of Col. Burkhalter, then Dwight is Schultz. But, it's... Oh, God. We have fun. We have fun. 'Cause he's gonna be pissed. No doubt about it.",1,2
Dwight,What you doing?,1,2
Jim,Freecell.,1,2
Dwight,Solitaire is a one-player game. It can't have two players.,1,2
Jim,"Well, I mean.",1,2
Dwight,What's your win rate?,1,2
Pam,Seventy-six percent. What's yours?,1,2
Dwight,You're not allowed to play two-player. You need to start over.,1,2
Pam,You're doing fine.,1,2
Michael,Are we going?  Don't do that. Just say action when we're ready.,1,2
Dwight,"Dunder Mifflin, Michael Scott, Diversity Tomorrow, take four. And action.",1,2
Michael,"Should I... turn, no. Do it again.",1,2
Dwight,"Diversity Tomorrow, take five. Action.",1,2
Michael,"Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton, Pennsylvania but I'm also the founder of Diversity Tomorrow, because today is almost over. Abraham Lincoln once said that, ""If you're a racist, I will attack you with the North."" And those are the principles... Damn it. Okay, sorry. Don't laugh; please don't laugh this time Dwight. You're... it's, it's bugging me. Let me give myself a countdown, ready? Three, two, one.",1,2
Dwight,Take six.,1,2
Michael,"Just let me do it! God! Three, two, one. Hi. I'm Michael Scott. I'm in charge of Dunder Mifflin Paper Products here in Scranton... Keep the camera steady please! People are gonna get sea sick watching this. Ready? Three, two, one.",1,2
